Index,imdb_id
18789,tt1340579
18790,tt0923928
18791,tt0490114
18792,tt1423476
18793,tt0969754
18794,tt0886505
18795,tt1288473
18796,tt2909062
18797,tt0965231
18798,tt0896036
18799,tt0938318
18800,tt0871020
18801,tt0942384
18802,tt1608363
18803,tt0758799
18804,tt1319154
18805,tt1073096
18806,tt0427370
18807,tt0969266
18808,tt1034080
18809,tt0393329
18810,tt1024966
18811,tt1128959
18812,tt0870153
18813,tt0482018
18814,tt1125188
18815,tt1316031
18816,tt0460808
18817,tt1080568
18818,tt0372184
18819,tt2546296
18820,tt1068976
18821,tt1345494
18822,tt4834500
18823,tt1344086
18824,tt3601064
18825,tt1373133
18826,tt1190869
18827,tt1263695
18828,tt1038119
18829,tt1142571
18830,tt1577876
18831,tt2525582
18832,tt0887148
18833,tt0847830
18834,tt0989823
18835,tt0993750
18836,tt1087798
18837,tt0808921
18838,tt0969644
18839,tt1227553
18840,tt3271378
18841,tt1039885
18842,tt1351644
18843,tt0889145
18844,tt1142372
18845,tt1480192
18846,tt0491161
18847,tt1106702
18848,tt1106705
18849,tt0478273
18850,tt1107219
18851,tt1106706
18852,tt0486544
18853,tt1412503
18854,tt2447670
18855,tt1248127
18856,tt8021786
18857,tt0479948
18858,tt1552060
18859,tt0494206
18860,tt1487896
18861,tt0935035
18862,tt0444672
18863,tt0483776
18864,tt1091176
18865,tt0828158
18866,tt1097260
18867,tt0451082
18868,tt1160016
18869,tt1506439
18870,tt0844794
18871,tt1283974
18872,tt0478329
18873,tt1074931
18874,tt10432472
18875,tt0765430
18876,tt1554496
18877,tt1554554
18878,tt1236210
18879,tt0912590
18880,tt0479199
18881,tt1014670
18882,tt1560147
18883,tt0768167
18884,tt0848542
18885,tt1018867
18886,tt0457505
18887,tt1073131
18888,tt2402070
18889,tt0926085
18890,tt0938291
18891,tt0323099
18892,tt15210722
18893,tt0834539
18894,tt1024958
18895,tt1219801
18896,tt1202014
18897,tt0955405
18898,tt0432264
18899,tt1105270
18900,tt1170348
18901,tt0938302
18902,tt0417586
18903,tt0499456
18904,tt1160317
18905,tt1149982
18906,tt0400347
18907,tt1233444
18908,tt1043510
18909,tt1401203
18910,tt0878657
18911,tt5792914
18912,tt1109499
18913,tt1280657
18914,tt2042464
18915,tt0327680
18916,tt0496304
18917,tt1212007
18918,tt0808265
18919,tt0973790
18920,tt0899238
18921,tt0772150
18922,tt0397660
18923,tt1002568
18924,tt0970921
18925,tt0878674
18926,tt0791178
18927,tt0469429
18928,tt1046956
18929,tt0796314
18930,tt0499570
18931,tt0460732
18932,tt1052004
18933,tt0489286
18934,tt1097212
18935,tt1006947
18936,tt8528786
18937,tt1072681
18938,tt1647466
18939,tt1297264
18940,tt0403407
18941,tt1018790
18942,tt5814212
18943,tt1065106
18944,tt4332566
18945,tt1087845
18946,tt3473120
18947,tt0488535
18948,tt0939682
18949,tt1034029
18950,tt0472096
18951,tt0435751
18952,tt0831299
18953,tt0479074
18954,tt1033647
18955,tt0800099
18956,tt0874423
18957,tt1530487
18958,tt1034396
18959,tt1034469
18960,tt1147716
18961,tt0808342
18962,tt1169158
18963,tt0780566
18964,tt0808368
18965,tt1913025
18966,tt0934459
18967,tt2013230
18968,tt5643420
18969,tt0982875
18970,tt1042563
18971,tt0760188
18972,tt0437325
18973,tt2341594
18974,tt1101046
18975,tt1046243
18976,tt1112855
18977,tt1010046
18978,tt1249389
18979,tt10478058
18980,tt0926119
18981,tt1120898
18982,tt0829202
18983,tt0475286
18984,tt0478126
18985,tt1186669
18986,tt1086340
18987,tt0437250
18988,tt0859164
18989,tt1462651
18990,tt0820466
18991,tt0465616
18992,tt0937414
18993,tt0969720
18994,tt1129407
18995,tt0323120
18996,tt1078294
18997,tt1353037
18998,tt1153037
18999,tt1853628
19000,tt1059828
19001,tt1219057
19002,tt4400714
19003,tt1227538
19004,tt0439115
19005,tt0934485
19006,tt1020992
19007,tt0976132
19008,tt1290073
19009,tt0301265
19010,tt0491145
19011,tt0787462
19012,tt2348132
19013,tt0972882
19014,tt0373028
19015,tt1158723
19016,tt0401420
19017,tt1112732
19018,tt1693995
19019,tt1028541
19020,tt1137371
19021,tt1261935
19022,tt1131610
19023,tt0768192
19024,tt1180324
19025,tt0892081
19026,tt2777258
19027,tt0988994
19028,tt0928141
19029,tt0488023
19030,tt0816635
19031,tt1055324
19032,tt1043547
19033,tt15210986
19034,tt1332619
19035,tt0893346
19036,tt1932717
19037,tt1471325
19038,tt1513808
19039,tt0902328
19040,tt3708970
19041,tt0862892
19042,tt2316424
19043,tt1415888
19044,tt1092028
19045,tt0795405
19046,tt1029097
19047,tt1127181
19048,tt0975673
19049,tt1152845
19050,tt0847526
19051,tt1006917
19052,tt0486022
19053,tt1043806
19054,tt0847538
19055,tt2510528
19056,tt2508230
19057,tt0892033
19058,tt1092264
19059,tt1550646
19060,tt0829194
19061,tt0831885
19062,tt0872190
19063,tt5424992
19064,tt1815690
19065,tt1132587
19066,tt1142979
19067,tt1015968
19068,tt1085469
19069,tt2168752
19070,tt2294787
19071,tt0977657
19072,tt1297273
19073,tt1696176
19074,tt1095402
19075,tt1503086
19076,tt1105259
19077,tt1459011
19078,tt1135054
19079,tt1082591
19080,tt0884173
19081,tt1175643
19082,tt0929237
19083,tt1017461
19084,tt0855011
19085,tt0768203
19086,tt0809931
19087,tt2776300
19088,tt0905642
19089,tt0477355
19090,tt0950502
19091,tt1693836
19092,tt2152847
19093,tt0796355
19094,tt1120908
19095,tt0783598
19096,tt4579364
19097,tt0960749
19098,tt1379260
19099,tt0986272
19100,tt0790721
19101,tt0899143
19102,tt1419113
19103,tt0494203
19104,tt1183731
19105,tt1126493
19106,tt1404012
19107,tt0820013
19108,tt3950756
19109,tt1282090
19110,tt3950778
19111,tt3950812
19112,tt1056026
19113,tt1975156
19114,tt1520274
19115,tt1157686
19116,tt2380177
19117,tt1367471
19118,tt0763847
19119,tt0391095
19120,tt1031276
19121,tt2014399
19122,tt0765460
19123,tt1798712
19124,tt1059238
19125,tt1240916
19126,tt0932539
19127,tt1084969
19128,tt0830575
19129,tt0985635
19130,tt4997680
19131,tt1230529
19132,tt0455447
19133,tt0949746
19134,tt1252616
19135,tt3006844
19136,tt0985643
19137,tt2222124
19138,tt3973640
19139,tt1029364
19140,tt0928188
19141,tt2229522
19142,tt0837791
19143,tt1037714
19144,tt1050261
19145,tt1259791
19146,tt1347203
19147,tt1097261
19148,tt0840297
19149,tt0485185
19150,tt0423783
19151,tt4267498
19152,tt1193468
19153,tt1074646
19154,tt1424558
19155,tt0775465
19156,tt0362691
19157,tt0760173
19158,tt6650236
19159,tt0940585
19160,tt1003051
19161,tt0479178
19162,tt1543912
19163,tt1091013
19164,tt1031274
19165,tt1029318
19166,tt1141650
19167,tt0452644
19168,tt1023142
19169,tt0938837
19170,tt2071665
19171,tt0436288
19172,tt1135090
19173,tt0218140
19174,tt1007999
19175,tt1814609
19176,tt12311214
19177,tt1075086
19178,tt1412593
19179,tt0896848
19180,tt1130708
19181,tt1153110
19182,tt1055326
19183,tt2559438
19184,tt1283904
19185,tt0772197
19186,tt0462591
19187,tt1104079
19188,tt1343896
19189,tt1077237
19190,tt1043586
19191,tt1419622
19192,tt1175487
19193,tt1100091
19194,tt1010393
19195,tt1020578
19196,tt1992049
19197,tt1099942
19198,tt2866428
19199,tt0835034
19200,tt1051217
19201,tt1137965
19202,tt0807849
19203,tt1071802
19204,tt1552062
19205,tt0760329
19206,tt0847833
19207,tt0487144
19208,tt1077384
19209,tt1433172
19210,tt1144792
19211,tt1207789
19212,tt6097732
19213,tt6148814
19214,tt0949503
19215,tt0467167
19216,tt1401635
19217,tt1094584
19218,tt1134589
19219,tt2374747
19220,tt1103969
19221,tt7548948
19222,tt1126492
19223,tt1217603
19224,tt3068648
19225,tt0489318
19226,tt0480071
19227,tt0826587
19228,tt0799951
19229,tt1186663
19230,tt0852940
19231,tt0479700
19232,tt2671764
19233,tt1569514
19234,tt0893397
19235,tt2776284
19236,tt0479635
19237,tt3618896
19238,tt0758757
19239,tt0222705
19240,tt0914791
19241,tt0862641
19242,tt1087799
19243,tt1118558
19244,tt1071820
19245,tt2063713
19246,tt0772174
19247,tt0349238
19248,tt0772172
19249,tt1543246
19250,tt1375296
19251,tt0472205
19252,tt1815763
19253,tt0928413
19254,tt1272134
19255,tt0357545
19256,tt1010027
19257,tt1063331
19258,tt0942896
19259,tt12215218
19260,tt1236445
19261,tt1065305
19262,tt8638696
19263,tt0816685
19264,tt1051245
19265,tt1001386
19266,tt0912596
19267,tt1199125
19268,tt1782451
19269,tt0835456
19270,tt1112741
19271,tt1117598
19272,tt0348062
19273,tt1129390
19274,tt0847212
19275,tt0481583
19276,tt1239304
19277,tt1338631
19278,tt0955411
19279,tt0996928
19280,tt0999878
19281,tt1595570
19282,tt0923688
19283,tt1068771
19284,tt1139115
19285,tt1038914
19286,tt0929239
19287,tt0967464
19288,tt1067111
19289,tt1029172
19290,tt1033631
19291,tt1150961
19292,tt1060272
19293,tt1283885
19294,tt1265599
19295,tt1111783
19296,tt15457910
19297,tt0377061
19298,tt0948747
19299,tt0814278
19300,tt1629282
19301,tt0421156
19302,tt0878652
19303,tt1029340
19304,tt1043434
19305,tt1053791
19306,tt1121933
19307,tt1217561
19308,tt0782082
19309,tt0977680
19310,tt1515900
19311,tt0872293
19312,tt0866433
19313,tt0490527
19314,tt0926100
19315,tt0790808
19316,tt1031263
19317,tt0984082
19318,tt14594562
19319,tt0918558
19320,tt1180575
19321,tt1090665
19322,tt0839945
19323,tt0926089
19324,tt1899276
19325,tt0289867
19326,tt6516844
19327,tt6516630
19328,tt1089745
19329,tt0914809
19330,tt1145519
19331,tt1146351
19332,tt1015246
19333,tt1028565
19334,tt1177216
19335,tt1132197
19336,tt1097004
19337,tt0446027
19338,tt0805542
19339,tt0783565
19340,tt0997218
19341,tt1029161
19342,tt11511536
19343,tt0995751
19344,tt0997209
19345,tt1105746
19346,tt1047474
19347,tt1098221
19348,tt0898949
19349,tt0496349
19350,tt1551617
19351,tt1092060
19352,tt0475228
19353,tt1270490
19354,tt11433726
19355,tt1043716
19356,tt0862856
19357,tt1247678
19358,tt1050194
19359,tt0928406
19360,tt0979867
19361,tt1358997
19362,tt1104128
19363,tt0466456
19364,tt1353112
19365,tt1053889
19366,tt1112728
19367,tt1185434
19368,tt0990376
19369,tt1179780
19370,tt1041244
19371,tt1143530
19372,tt1616186
19373,tt1085362
19374,tt0981298
19375,tt1070389
19376,tt2562644
19377,tt2518722
19378,tt0940909
19379,tt0449164
19380,tt0840046
19381,tt1161647
19382,tt1035474
19383,tt1078931
19384,tt0970935
19385,tt1362182
19386,tt1003118
19387,tt1725012
19388,tt1422202
19389,tt1509747
19390,tt1305886
19391,tt1199641
19392,tt1062242
19393,tt11764704
19394,tt0937391
19395,tt1014761
19396,tt0982922
19397,tt7088318
19398,tt1068949
19399,tt0997064
19400,tt1256490
19401,tt1097021
19402,tt0475393
19403,tt1593752
19404,tt1080700
19405,tt1269708
19406,tt1122593
19407,tt0886535
19408,tt2175527
19409,tt3132434
19410,tt0808348
19411,tt1319581
19412,tt0977663
19413,tt1179904
19414,tt0475283
19415,tt1202058
19416,tt2193171
19417,tt0986231
19418,tt0287075
19419,tt1101044
19420,tt1264899
19421,tt0469694
19422,tt0994979
19423,tt2060560
19424,tt0814150
19425,tt1074189
19426,tt1230552
19427,tt1388365
19428,tt1156309
19429,tt0974544
19430,tt0372005
19431,tt8611054
19432,tt0963803
19433,tt0468965
19434,tt2291996
19435,tt1128059
19436,tt1023347
19437,tt1068968
19438,tt0847216
19439,tt1123386
19440,tt1128214
19441,tt1024649
19442,tt0985597
19443,tt0783511
19444,tt1094162
19445,tt2179187
19446,tt0948445
19447,tt1024950
19448,tt0481561
19449,tt1845784
19450,tt1423411
19451,tt1056421
19452,tt0465600
19453,tt0455899
19454,tt0991158
19455,tt0868394
19456,tt1219820
19457,tt1367391
19458,tt1132152
19459,tt0783518
19460,tt2880512
19461,tt0915461
19462,tt0906325
19463,tt1185596
19464,tt1271970
19465,tt1186021
19466,tt0820914
19467,tt0404034
19468,tt0847520
19469,tt2256655
19470,tt1016038
19471,tt1092058
19472,tt5001514
19473,tt1024661
19474,tt1062951
19475,tt0943982
19476,tt2196672
19477,tt0832937
19478,tt1043771
19479,tt1805273
19480,tt0902348
19481,tt0834904
19482,tt1714821
19483,tt0848552
19484,tt0910917
19485,tt0875696
19486,tt1047810
19487,tt0489279
19488,tt1114698
19489,tt1111792
19490,tt1341793
19491,tt1632517
19492,tt0896952
19493,tt1186801
19494,tt1172968
19495,tt0875157
19496,tt1075055
19497,tt1555846
19498,tt1024854
19499,tt1230381
19500,tt1410199
19501,tt2106774
19502,tt0991474
19503,tt1200060
19504,tt1001357
19505,tt0840787
19506,tt1029329
19507,tt1756382
19508,tt1396254
19509,tt0393956
19510,tt0486651
19511,tt0962715
19512,tt5546190
19513,tt1219109
19514,tt1412670
19515,tt0963158
19516,tt1698597
19517,tt1150949
19518,tt1111836
19519,tt1686801
19520,tt0783478
19521,tt0923953
19522,tt0847527
19523,tt1172517
19524,tt0953404
19525,tt1344697
19526,tt0961209
19527,tt0960835
19528,tt1067584
19529,tt0468459
19530,tt0839764
19531,tt0418206
19532,tt1069240
19533,tt0797048
19534,tt1625565
19535,tt0775536
19536,tt0906091
19537,tt1334016
19538,tt0902279
19539,tt1069000
19540,tt0463934
19541,tt0995738
19542,tt1145500
19543,tt1836021
19544,tt1132195
19545,tt0857285
19546,tt1006867
19547,tt0403057
19548,tt1185234
19549,tt3406192
19550,tt1067928
19551,tt0452631
19552,tt1176436
19553,tt1096902
19554,tt2662560
19555,tt1014796
19556,tt1117619
19557,tt0795505
19558,tt0918566
19559,tt1033467
19560,tt1139127
19561,tt0453521
19562,tt0780530
19563,tt1010448
19564,tt1230557
19565,tt2024511
19566,tt1233567
19567,tt0790769
19568,tt0968709
19569,tt0970527
19570,tt1124369
19571,tt1119179
19572,tt0775434
19573,tt1117542
19574,tt1267170
19575,tt4824322
19576,tt0977662
19577,tt1055264
19578,tt0892056
19579,tt0385543
19580,tt1092036
19581,tt1571211
19582,tt0970543
19583,tt0329354
19584,tt1000732
19585,tt1028522
19586,tt1087525
19587,tt1142585
19588,tt1401587
19589,tt1080981
19590,tt0947010
19591,tt1566587
19592,tt0437473
19593,tt0920869
19594,tt1151836
19595,tt1170409
19596,tt0452701
19597,tt1419686
19598,tt0439876
19599,tt1205599
19600,tt0854667
19601,tt0828114
19602,tt1024640
19603,tt1039948
19604,tt1068161
19605,tt1370248
19606,tt1248970
19607,tt0949819
19608,tt1047827
19609,tt1163903
19610,tt0976029
19611,tt6347300
19612,tt0384162
19613,tt0953915
19614,tt1237913
19615,tt0874424
19616,tt0844447
19617,tt1003397
19618,tt0962768
19619,tt0469857
19620,tt0956332
19621,tt1235811
19622,tt1034316
19623,tt1031294
19624,tt1023504
19625,tt1077348
19626,tt0991169
19627,tt2056530
19628,tt1214965
19629,tt0443529
19630,tt0840306
19631,tt1214963
19632,tt1095458
19633,tt1142588
19634,tt1161456
19635,tt1862064
19636,tt0977667
19637,tt0977225
19638,tt0780657
19639,tt0920468
19640,tt1085491
19641,tt1145514
19642,tt0790706
19643,tt1423955
19644,tt1524574
19645,tt0375195
19646,tt3547016
19647,tt0495120
19648,tt0867286
19649,tt0840348
19650,tt0975674
19651,tt1038140
19652,tt0874917
19653,tt0476985
19654,tt0880571
19655,tt4547336
19656,tt1449854
19657,tt0800205
19658,tt1629741
19659,tt0402291
19660,tt1040024
19661,tt1058564
19662,tt0870195
19663,tt1196701
19664,tt0977221
19665,tt1160418
19666,tt1157637
19667,tt1084018
19668,tt1052032
19669,tt1327629
19670,tt1051221
19671,tt1159933
19672,tt1139318
19673,tt0860418
19674,tt1132154
19675,tt0499059
19676,tt0491027
19677,tt1590285
19678,tt2168250
19679,tt1155600
19680,tt1444679
19681,tt0836682
19682,tt1064889
19683,tt1071351
19684,tt1002778
19685,tt1064739
19686,tt1071972
19687,tt0828451
19688,tt1047836
19689,tt7472962
19690,tt0411644
19691,tt0780484
19692,tt0813789
19693,tt1553220
19694,tt0958884
19695,tt1090278
19696,tt0435669
19697,tt1092285
19698,tt1084002
19699,tt0993770
19700,tt0337899
19701,tt1230593
19702,tt1474579
19703,tt0966599
19704,tt0841032
19705,tt1010268
19706,tt1103971
19707,tt0475330
19708,tt2189858
19709,tt0978809
19710,tt0826613
19711,tt1147713
19712,tt0970526
19713,tt1034034
19714,tt1194100
19715,tt1194132
19716,tt1595619
19717,tt4708502
19718,tt4946672
19719,tt0243649
19720,tt0499260
19721,tt0831853
19722,tt0829196
19723,tt0972556
19724,tt1149400
19725,tt1029404
19726,tt6790658
19727,tt1085496
19728,tt0979856
19729,tt0936469
19730,tt0831341
19731,tt0764235
19732,tt0932557
19733,tt1219676
19734,tt6347304
19735,tt1116047
19736,tt1969973
19737,tt1358168
19738,tt0912586
19739,tt0960857
19740,tt0819755
19741,tt1231865
19742,tt0825235
19743,tt0828450
19744,tt0443455
19745,tt2202301
19746,tt1179026
19747,tt1153097
19748,tt1105289
19749,tt0481519
19750,tt0772200
19751,tt1277128
19752,tt0889671
19753,tt0366971
19754,tt0853146
19755,tt1084043
19756,tt0472046
19757,tt0827729
19758,tt0834896
19759,tt1072425
19760,tt1394174
19761,tt0338441
19762,tt3546254
19763,tt0824308
19764,tt0496251
19765,tt0834965
19766,tt1086382
19767,tt0159174
19768,tt0499573
19769,tt1553371
19770,tt1425935
19771,tt1110059
19772,tt1459232
19773,tt0976095
19774,tt0496342
19775,tt0972363
19776,tt1068634
19777,tt0903014
19778,tt1385612
19779,tt0362230
19780,tt0991276
19781,tt0756725
19782,tt0918633
19783,tt1160006
19784,tt0783581
19785,tt1294730
19786,tt0990452
19787,tt0961117
19788,tt1251728
19789,tt1057910
19790,tt0790746
19791,tt1013918
19792,tt2306280
19793,tt2395836
19794,tt0933008
19795,tt0491166
19796,tt1074209
19797,tt0985079
19798,tt1131611
19799,tt1156511
19800,tt0995033
19801,tt0943946
19802,tt0374718
19803,tt0838153
19804,tt0929735
19805,tt4779430
19806,tt0491173
19807,tt0978352
19808,tt1724545
19809,tt0482577
19810,tt0961202
19811,tt1296155
19812,tt0486732
19813,tt2879202
19814,tt0988090
19815,tt1087810
19816,tt0902355
19817,tt1042982
19818,tt1311642
19819,tt1899217
19820,tt1261422
19821,tt0470190
19822,tt0906747
19823,tt0971165
19824,tt0969355
19825,tt1003117
19826,tt1094629
19827,tt0816672
19828,tt1392988
19829,tt0921766
19830,tt0370433
19831,tt1294218
19832,tt2932720
19833,tt1133988
19834,tt1135025
19835,tt1020522
19836,tt0814077
19837,tt0972402
19838,tt26680258
19839,tt0860528
19840,tt1479765
19841,tt1111798
19842,tt1059222
19843,tt1110048
19844,tt10121358
19845,tt0897444
19846,tt1127848
19847,tt0814100
19848,tt2465296
19849,tt1230583
19850,tt0443678
19851,tt1473824
19852,tt1252601
19853,tt0442278
19854,tt0826817
19855,tt1648167
19856,tt1118505
19857,tt1027836
19858,tt1018877
19859,tt0945405
19860,tt1671748
19861,tt0790683
19862,tt0996672
19863,tt0887745
19864,tt1731987
19865,tt1112652
19866,tt2121267
19867,tt0795383
19868,tt12484482
19869,tt12523594
19870,tt12546392
19871,tt0902456
19872,tt0903033
19873,tt1193533
19874,tt1832311
19875,tt1160017
19876,tt1194574
19877,tt1024223
19878,tt0441818
19879,tt1320201
19880,tt1141261
19881,tt3134686
19882,tt0972557
19883,tt0922615
19884,tt1062962
19885,tt1095091
19886,tt0419168
19887,tt0815165
19888,tt1489273
19889,tt1249189
19890,tt1093396
19891,tt2091862
19892,tt0454791
19893,tt1104694
19894,tt0997205
19895,tt0872236
19896,tt0791140
19897,tt1159670
19898,tt0993843
19899,tt1010402
19900,tt0487158
19901,tt2950564
19902,tt0475268
19903,tt0933389
19904,tt0790800
19905,tt1067078
19906,tt1487268
19907,tt1159485
19908,tt1066301
19909,tt0949784
19910,tt0905329
19911,tt0990446
19912,tt2767250
19913,tt1105731
19914,tt1099966
19915,tt1555143
19916,tt1095408
19917,tt1142560
19918,tt0473351
19919,tt0446752
19920,tt1934387
19921,tt0482600
19922,tt5701118
19923,tt0867329
19924,tt1222301
19925,tt1067065
19926,tt0867171
19927,tt0971177
19928,tt0968762
19929,tt0478208
19930,tt1299392
19931,tt0487400
19932,tt14288150
19933,tt1621016
19934,tt0892035
19935,tt4832564
19936,tt0970960
19937,tt12409886
19938,tt0956299
19939,tt0445945
19940,tt0491631
19941,tt1337663
19942,tt1038012
19943,tt0382601
19944,tt6180608
19945,tt2113679
19946,tt1084680
19947,tt0826658
19948,tt0825346
19949,tt1391109
19950,tt1707211
19951,tt1009011
19952,tt0471561
19953,tt0858437
19954,tt0864331
19955,tt1024995
19956,tt0914799
19957,tt0823477
19958,tt1064738
19959,tt1422839
19960,tt0466943
19961,tt0982935
19962,tt0844344
19963,tt0852963
19964,tt1194148
19965,tt0486633
19966,tt2375551
19967,tt5870574
19968,tt1039988
19969,tt1297290
19970,tt1550296
19971,tt0803005
19972,tt0961073
19973,tt1094184
19974,tt2158703
19975,tt3142204
19976,tt1028542
19977,tt0923715
19978,tt0483796
19979,tt1071951
19980,tt1087659
19981,tt1033496
19982,tt0463873
19983,tt1965247
19984,tt0943326
19985,tt1032009
19986,tt1163271
19987,tt0419656
19988,tt0934584
19989,tt1412641
19990,tt1612064
19991,tt1100090
19992,tt1200820
19993,tt1620541
19994,tt1024659
19995,tt1117395
19996,tt1117976
19997,tt1439449
19998,tt1299382
19999,tt0967962
20000,tt0756703
20001,tt0436302
20002,tt0972356
20003,tt0848551
20004,tt1179778
20005,tt1119623
20006,tt18556420
20007,tt1148167
20008,tt0492499
20009,tt1999178
20010,tt1233228
20011,tt0974629
20012,tt1111831
20013,tt0875575
20014,tt0984248
20015,tt1513089
20016,tt1186673
20017,tt0421146
20018,tt1959367
20019,tt0799913
20020,tt1245667
20021,tt0472562
20022,tt1022580
20023,tt1178626
20024,tt1147739
20025,tt1012897
20026,tt2498396
20027,tt1105296
20028,tt0896816
20029,tt0305268
20030,tt0905361
20031,tt1102155
20032,tt0940503
20033,tt0493439
20034,tt0950677
20035,tt0987900
20036,tt0960885
20037,tt0951292
20038,tt1006935
20039,tt0925306
20040,tt1075746
20041,tt2980202
20042,tt1252475
20043,tt0829439
20044,tt0480813
20045,tt0976038
20046,tt1015457
20047,tt1077239
20048,tt0428126
20049,tt0486541
20050,tt1403001
20051,tt1123907
20052,tt1219826
20053,tt0846713
20054,tt0984228
20055,tt0962721
20056,tt3068704
20057,tt0462285
20058,tt3885508
20059,tt0229852
20060,tt1048174
20061,tt0803004
20062,tt0973847
20063,tt6464186
20064,tt1316575
20065,tt0995040
20066,tt0787495
20067,tt1010403
20068,tt0970948
20069,tt0965382
20070,tt1160026
20071,tt1194437
20072,tt1297440
20073,tt1051231
20074,tt1774641
20075,tt1244733
20076,tt11865296
20077,tt0306947
20078,tt1137457
20079,tt1043802
20080,tt3324706
20081,tt0926757
20082,tt1104045
20083,tt1784384
20084,tt22335028
20085,tt1441391
20086,tt1305749
20087,tt1493234
20088,tt2614072
20089,tt1093361
20090,tt7140674
20091,tt0982939
20092,tt0982942
20093,tt0940592
20094,tt1069233
20095,tt0870222
20096,tt6687590
20097,tt0770745
20098,tt1648189
20099,tt0798733
20100,tt6845650
20101,tt1333983
20102,tt1085437
20103,tt1010052
20104,tt1038902
20105,tt1028561
20106,tt6328448
20107,tt1099949
20108,tt1052005
20109,tt1047812
20110,tt0467811
20111,tt1151813
20112,tt0758738
20113,tt0988109
20114,tt1059784
20115,tt5906084
20116,tt1094624
20117,tt1413567
20118,tt1400325
20119,tt1014778
20120,tt1992281
20121,tt1104684
20122,tt1043791
20123,tt6662450
20124,tt1108557
20125,tt1144822
20126,tt0896040
20127,tt2291754
20128,tt1281838
20129,tt1323001
20130,tt4454374
20131,tt0945564
20132,tt1094621
20133,tt1458426
20134,tt1067911
20135,tt3277424
20136,tt0453517
20137,tt0765439
20138,tt0826559
20139,tt0808288
20140,tt1724678
20141,tt0497408
20142,tt1091996
20143,tt2047668
20144,tt0875148
20145,tt0445948
20146,tt1073656
20147,tt0954337
20148,tt1087446
20149,tt0892100
20150,tt0437363
20151,tt0431124
20152,tt1370810
20153,tt1092007
20154,tt1137458
20155,tt1584824
20156,tt1087814
20157,tt1093831
20158,tt0455918
20159,tt0760332
20160,tt0496444
20161,tt0903644
20162,tt0837014
20163,tt0841017
20164,tt0814365
20165,tt0972353
20166,tt0492968
20167,tt1010409
20168,tt3153264
20169,tt2791204
20170,tt1337599
20171,tt2399202
20172,tt0991005
20173,tt0452003
20174,tt0460959
20175,tt1727792
20176,tt0926122
20177,tt1184384
20178,tt3128744
20179,tt1008923
20180,tt5321090
20181,tt1241719
20182,tt1173893
20183,tt1367304
20184,tt7973256
20185,tt1360831
20186,tt0976227
20187,tt1412093
20188,tt1183727
20189,tt0904128
20190,tt1346890
20191,tt1324024
20192,tt1346910
20193,tt0969299
20194,tt1320113
20195,tt1324015
20196,tt0468569
20197,tt2261945
20198,tt1366246
20199,tt1362043
20200,tt0367882
20201,tt1294710
20202,tt0892096
20203,tt1139319
20204,tt1262955
20205,tt1143152
20206,tt1193092
20207,tt1347323
20208,tt1243614
20209,tt1870255
20210,tt1541832
20211,tt1313242
20212,tt1132573
20213,tt1060255
20214,tt1235450
20215,tt1185618
20216,tt1474489
20217,tt1094294
20218,tt1266558
20219,tt0841009
20220,tt1225696
20221,tt0975720
20222,tt1086213
20223,tt1366441
20224,tt1286821
20225,tt1031928
20226,tt1367176
20227,tt1283906
20228,tt1408329
20229,tt1258159
20230,tt1453436
20231,tt1157644
20232,tt1526623
20233,tt1258202
20234,tt1706678
20235,tt1450636
20236,tt1288589
20237,tt1258192
20238,tt1103259
20239,tt1156448
20240,tt1444702
20241,tt1015241
20242,tt2385292
20243,tt1189906
20244,tt1355708
20245,tt1278193
20246,tt1336600
20247,tt1414859
20248,tt2385900
20249,tt1188121
20250,tt1437204
20251,tt1033483
20252,tt1312146
20253,tt1117592
20254,tt0855006
20255,tt1910650
20256,tt0950605
20257,tt2221572
20258,tt2546294
20259,tt1204950
20260,tt1702403
20261,tt1265706
20262,tt8365206
20263,tt1274722
20264,tt0295469
20265,tt1391765
20266,tt1176928
20267,tt1527698
20268,tt1350243
20269,tt1502962
20270,tt1294190
20271,tt0443670
20272,tt1172992
20273,tt1849012
20274,tt1593797
20275,tt2273639
20276,tt0462981
20277,tt1239450
20278,tt1031684
20279,tt0975684
20280,tt1374885
20281,tt0787519
20282,tt0421073
20283,tt1419649
20284,tt1267833
20285,tt1212444
20286,tt1291631
20287,tt1273200
20288,tt1221132
20289,tt1483006
20290,tt1157669
20291,tt1272046
20292,tt0443650
20293,tt2446044
20294,tt0119970
20295,tt0928124
20296,tt1310364
20297,tt1512837
20298,tt1437273
20299,tt0841138
20300,tt1217602
20301,tt1202160
20302,tt1972607
20303,tt1157671
20304,tt3626654
20305,tt1339139
20306,tt1445774
20307,tt1223358
20308,tt27554405
20309,tt1161406
20310,tt1379726
20311,tt6144192
20312,tt1337512
20313,tt1347273
20314,tt1329236
20315,tt1023505
20316,tt1267404
20317,tt1507992
20318,tt1185588
20319,tt1202573
20320,tt1124217
20321,tt1029285
20322,tt1086794
20323,tt0451214
20324,tt2981526
20325,tt1207648
20326,tt1153103
20327,tt1059905
20328,tt1145531
20329,tt1312229
20330,tt1332052
20331,tt0800080
20332,tt0371746
20333,tt0865556
20334,tt0859163
20335,tt1205065
20336,tt0806073
20337,tt0945352
20338,tt0940580
20339,tt1186658
20340,tt1217632
20341,tt0938706
20342,tt2262002
