,Unnamed: 0.1,Unnamed: 0,Earliest Release Date,Running Time,Genres,Title_x,Domestic Distributor,Domestic Opening,MPAA,IMDB_ID,ID,Budget,Genre ID,Genre Name,IMDB ID,Production Company ID,Production Company Name,Release Date,Revenue_y,Runtime,Title_y,movie_id,cast_ids,order,director_ids,domestic_revenue,international_revenue,worldwide_revenue
54,54,54,,,Comedy Family Musical,Bus Om Bebek (2021),,,,tt11754500,899251,0,"[18, 10402]","['Drama', 'Music']",tt11754500,"[100820, 164646]","['PT. SMARADHANA PRO', 'Sanggar Ananda Kawula Muda']",1/6/22,0,90,Bus Om Bebek,899251,"[1592477, 1822125, 2114368, 1520518, 1873241, 1520465, 3227692, 3312905, 3312906, 3312908, 3312909, 3312910, 3312911, 3312912, 2925710, 3312913, 3312914, 3312915, 3312916, 3312917, 1520529, 1690734, 1520467, 3312918, 3312919, 1520528, 3198899]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]","[1520473, 3312921]",,,
55,55,55,,2 hr 14 min,Drama Romance,The Other Side (2022),,,,tt18815600,899259,0,"[18, 10749]","['Drama', 'Romance']",tt18815600,[78916],['Lingkar Film'],3/17/22,0,134,The Other Side,899259,"[2431308, 3312945, 1202421, 2453935, 1856433, 1830266, 2275922, 3312946, 3312947, 1352094, 3312948, 1297503, 1355510]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",[2119659],,,
56,56,56,"June 3, 2022 (Domestic)",1 hr 52 min,Thriller,Frank and Penelope (2022),Redbud Studios,,R,tt4459134,899294,0,"[53, 27, 80]","['Thriller', 'Horror', 'Crime']",tt4459134,[],[],6/3/22,0,112,Frank and Penelope,899294,"[3313154, 2442126, 51670, 98400, 1811895, 6863, 72442, 54789, 7401, 78342, 1246891, 155625, 1535487, 3313152, 3313155]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",[54789],,,
57,57,57,,1 hr 26 min,Documentary,Addicted to Life (2022),,,,tt22985706,1030364,0,[99],['Documentary'],tt22985706,"[56959, 56961]","['Associate Directors', 'Canvas']",9/30/22,0,86,Addicted to Life,1030364,"[3114833, 3722521, 3722522]","[0, 1, 2]",[1641027],,,
58,58,58,,,Comedy Short,The Internet Remains Undefeated (2022),,,,tt19863386,1063178,0,[35],['Comedy'],tt19863386,[],[],10/15/22,0,6,The Internet Remains Undefeated,1063178,"[3837098, 3837099, 3837100]","[0, 1, 2]",[2105770],,,
59,59,59,"November 3, 2022 (Italy)",1 hr 36 min,Comedy Drama,My Neighbor Adolf (2022),,,,tt7175968,997669,0,[18],['Drama'],tt7175968,"[35508, 62171]","['2-Team Productions', 'Film Produkcja']",11/3/22,0,96,My Neighbor Adolf,997669,"[54014, 1646, 1266065, 3653896, 3021879, 589347, 3312492, 3960031, 4152614, 3653895, 3452381, 1881626, 3324224]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",[231033],34196.0,34196.0,
60,60,60,"November 4, 2022 (Domestic)",1 hr 46 min,Comedy Mystery Romance Sci-Fi,Next Exit (2022),Magnolia Pictures,3255.0,,tt19595494,964909,0,"[878, 35, 18, 10749]","['Science Fiction', 'Comedy', 'Drama', 'Romance']",tt19595494,"[185675, 185676, 12142]","['Helmstreet Productions', 'No Traffic For Ghosts', 'XYZ Films']",11/4/22,0,103,Next Exit,964909,"[551462, 1416505, 53485, 543261, 105875, 102087]","[0, 1, 2, 3, 4, 5]",[1491437],4742.0,4742.0,
61,61,61,,1 hr 21 min,Drama,Wild Life (2022),,,PG-13,tt18469778,964910,0,[],[],tt18469778,[],[],1/1/22,0,81,Wild Life,964910,"[3514491, 3304735, 3514493, 3514494, 3514500, 3514502, 3514503, 3514505, 3514506, 3514508]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",[3861995],,,
62,62,62,"February 24, 2022 (Russia/CIS)",1 hr 33 min,Horror,The Jack in the Box: Awakening (2022),,,,tt12764628,801071,0,[27],['Horror'],tt12764628,[150062],['Fowler Media'],2/24/22,195189,89,The Jack in the Box: Awakening,801071,"[1733286, 2992685, 2215526, 216988, 1759040, 1662821, 2992691, 1823587, 2992695, 2992696, 2031561]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",[1976339],991471.0,991471.0,
63,63,63,,1 hr 34 min,Comedy Drama Romance,"Sex, Lies, and Sugar (2011)",,,,tt21920786,1161530,0,"[18, 10749]","['Drama', 'Romance']",tt21920786,[72559],['Dikenga Films'],10/22/22,0,94,"Sex, Lies, and Sugar",1161530,"[4158, 1218790, 154013]","[0, 1, 2]",[143011],,,
64,64,64,,,Comedy Short Thriller,Our Language Is Chaos (2022),,,,tt21330274,1161539,0,[35],['Comedy'],tt21330274,[113699],['Ellipsis Entertainment'],9/22/22,0,14,Our Language is Chaos,1161539,"[4057655, 2021143, 1966673, 169257, 31829, 1444650, 2979839, 4202264]","[0, 1, 2, 3, 4, 5, 6, 7]",[4202266],,,
65,65,65,,1 hr 25 min,Drama Romance,Tennessine (2023),,,,tt14438380,1128776,0,[18],['Drama'],tt14438380,[],[],12/20/22,0,85,Tennessine,1128776,"[219992, 2062612, 934253, 2434576, 4069846, 2632556]","[0, 1, 2, 3, 4, 5]",[1406184],,,
66,66,66,,1 hr 25 min,Documentary Horror,Dinner with Leatherface,,,,tt5862740,637312,0,"[99, 27]","['Documentary', 'Horror']",tt5862740,[],[],10/28/22,0,85,Dinner with Leatherface,637312,"[27804, 11357, 97619, 97698, 35579, 62000, 11464, 31621, 124796, 98120, 35463, 106145, 97820]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",[1401248],,,
67,67,67,,1 hr 28 min,Comedy Drama,Allswell in New York (2022),,,,tt12243560,964994,0,[18],['Drama'],tt12243560,"[7499, 14862, 198179, 171046]","['Gigi Films', 'Washington Square Films', 'Filmopoly', 'Monarch Partners']",6/13/22,0,88,Allswell,964994,"[65421, 59693, 9209, 1215617, 3514835, 18313, 1711043, 2443558, 2300445, 21127]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",[1489788],,,
68,68,68,,1 hr 11 min,Drama,In My Head (2022),,,,tt26693465,1096078,10000,"[18, 53]","['Drama', 'Thriller']",tt26693465,[195093],['6neplus Production Studio'],8/25/22,0,71,In My Head,1096078,"[3951551, 3951553, 3951555]","[0, 1, 2]",[3951557],,,
69,69,69,"November 4, 2022 (United Kingdom)",1 hr 30 min,Adventure Mystery Sci-Fi,Deus (2022),,,,tt8980128,604571,0,"[878, 53]","['Science Fiction', 'Thriller']",tt8980128,[],[],11/4/22,0,91,Deus,604571,"[26054, 2482, 26854, 195634, 28950, 1805355, 3697704, 944548, 2476378]","[0, 1, 2, 3, 4, 5, 6, 7, 8]",[2320924],12154.0,12154.0,
70,70,70,,,Thriller,Would You Like to Dine with Me? (2022),,,,tt16604768,1096098,0,[53],['Thriller'],tt16604768,[],[],12/1/22,0,93,Would You Like to Dine with Me?,1096098,"[2735288, 3951616]","[0, 1]",[937464],,,
71,71,71,"April 13, 2023 (Domestic)",1 hr 37 min,Documentary,The Lost Weekend: A Love Story (2022),Iconic Events Releasing,78079.0,,tt19812518,965042,0,[99],['Documentary'],tt19812518,[],[],6/10/22,0,97,The Lost Weekend: A Love Story,965042,"[96086, 10592, 96084, 96082, 7487, 11370, 10215, 10593, 10594, 96083, 1428, 112923, 10565, 27765]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]","[1057663, 1098053, 3514928]",102531.0,102531.0,
72,72,72,"August 4, 2022 (Russia/CIS)",1 hr 20 min,Horror Thriller,Motherly (2021),,,,tt11464730,768447,0,"[53, 27]","['Thriller', 'Horror']",tt11464730,"[87595, 136816]","['Federgreen Entertainment', 'Lucky Dime Films']",8/4/22,0,90,Motherly,768447,"[1649898, 2860562, 2531837, 1196611, 1020684, 2869642, 1445600, 2548672]","[0, 1, 2, 3, 4, 5, 6, 7]",[1251913],117226.0,117226.0,
73,73,73,,,Documentary,Fio do Afeto (2022),,,,tt23029168,1030636,0,[99],['Documentary'],tt23029168,[127881],['Giros Filmes'],10/6/22,0,72,Fio do Afeto,1030636,[],[],[1689284],,,
74,74,75,,1 hr 44 min,Adventure Family,Island of Lost Girls (2022),,,,tt21933142,997892,0,"[53, 10751, 28]","['Thriller', 'Family', 'Action']",tt21933142,[116822],['Treehouse Mafia Productions'],7/30/22,0,103,The Island of Lost Girls,997892,"[2510783, 3624988, 3624990]","[0, 1, 2]","[1999402, 2510784]",,,
75,75,76,"June 17, 2022 (United Kingdom)",1 hr 27 min,Documentary Music,Freedom Uncut (2022),,,,tt7155286,965132,0,"[10402, 99]","['Music', 'Documentary']",tt7155286,"[139109, 122578, 5778]","['Trafalgar Releasing', 'Sony Music Entertainment France', 'Channel 4 Television']",6/16/22,707496,118,George Michael Freedom Uncut,965132,"[81487, 56367, 937034, 33665, 33165, 588627, 18746, 11370, 17835, 4613, 77071, 215824, 82990, 84933, 8385, 55466, 138986, 8851, 979952, 46087, 533007, 10215, 4347, 21037, 81488]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]","[81487, 3533462]",712917.0,712917.0,
76,76,77,,1 hr 26 min,Comedy Thriller,4 O'Clock (2021),,,,tt16068914,899609,0,"[35, 53]","['Comedy', 'Thriller']",tt16068914,[86879],['Ajax Films'],2/17/22,0,86,4 O'Clock,899609,"[2943780, 3101218, 3314129, 3314131, 3314134, 2943775, 3314138, 3314141, 3314143]","[0, 1, 2, 3, 4, 5, 6, 7, 8]",[2934928],,,
77,77,78,"August 11, 2022 (New Zealand)",1 hr 42 min,Drama,Aftersun (2022),A24,60752.0,R,tt19770238,965150,0,[18],['Drama'],tt19770238,"[103697, 288, 168181, 173869, 110197, 7281, 73204]","['PASTEL', 'BBC Film', 'Tango Entertainment', 'Unified Theory', 'Screen Scotland', 'BFI', 'AZ Celtic Films']",10/21/22,4785157,102,Aftersun,965150,"[2326151, 3515419, 1290029, 1514178, 3635397, 3635398, 3635399, 2304140, 3562265, 3757250, 3757251, 3757252, 3757254, 3757255, 3562263, 3757257, 3757258, 3757261, 3757262, 3757263, 3757264, 4075611]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]",[1904110],1658790.0,6686672.0,8345462.0
78,78,79,,1 hr 45 min,Horror,Shriekshow (2022),,,,tt7587206,801320,0,[27],['Horror'],tt7587206,[],[],2/27/22,0,105,Shriekshow,801320,"[74673, 1432244, 536499, 63914, 1685824, 1559116, 2835819, 1262694, 2680806, 98692]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",[1686154],,,
79,79,80,,1 hr 55 min,Documentary,Sonosfera Telectu (2022),,,,tt21111466,1030717,0,[99],['Documentary'],tt21111466,[120866],['OPTEC Filmes'],5/5/22,0,115,Sonosfera Telectu,1030717,[],[],"[2763908, 3723498, 3723499]",,,
80,80,81,,1 hr 9 min,Crime,The Expert (2022),,,,tt27041634,1096285,25000,[80],['Crime'],tt27041634,[195129],['Cagle Vision'],1/1/22,0,69,The Expert,1096285,"[3951968, 3951969, 3951970]","[0, 1, 2]",[3951971],,,
81,81,82,,6 min,Horror Short,Into the Realm of the Night (2022),,,,tt18072698,965216,0,[],[],tt18072698,[],[],3/4/22,0,6,Into the Realm of the Night,965216,[],[],[2037443],,,
82,82,83,,1 hr 43 min,Action Drama,Eyes of a Roman (2022),,,,tt12840630,965224,0,"[28, 18]","['Action', 'Drama']",tt12840630,[173843],['TriGoodwynProductions'],11/5/22,0,103,Eyes of a Roman,965224,"[3515765, 3647698, 3647700, 3238972, 3647725, 3647726, 3281522, 3647728, 2569808, 2429841, 3827072, 3016891]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",[2429841],,,
83,83,84,,1 hr 35 min,,A Story of Bones (2022),,,,tt19796824,965226,0,[99],['Documentary'],tt19796824,"[30601, 186398, 209766]","[""Archer's Mark"", 'Turnover Films', 'PT Film']",10/17/22,0,94,A Story of Bones,965226,"[4151741, 4151742]","[0, 1]","[2622623, 3515688]",,,
84,84,85,"November 18, 2022 (Domestic)",1 hr 33 min,Comedy Romance,There There (2022),Magnolia Pictures,4244.0,,tt19796976,965233,0,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']",tt19796976,"[13466, 66044, 184482]","['Park Pictures Features', 'Houston King Productions', 'Istic Illic Pictures']",11/18/22,0,94,There There,965233,"[17881, 3127, 1782117, 1120, 1617697, 3515714, 2145734, 1839152]","[0, 1, 2, 3, 4, 5, 6, 7]",[40864],8694.0,8694.0,
85,85,86,,1 hr 31 min,Comedy Family,Merry Christmas Officer Hansel (2022),,,G,tt11125908,1063590,0,[35],['Comedy'],tt11125908,[],[],11/4/22,0,0,Merry Christmas Officer Hansel,1063590,"[935987, 3838742, 3838743, 3838744]","[0, 1, 2, 3]","[935987, 3838743]",,,
86,86,87,,1 hr 17 min,Comedy,The Lonely Spirits Variety Hour (2022),,,,tt20195942,998066,168000,[],[],tt20195942,[],[],8/5/22,0,77,The Lonely Spirits Variety Hour,998066,[],[],[1546037],2104.0,2104.0,
87,87,88,,,Horror Thriller,Harvested 2 (2022),,,,tt17719794,998134,0,"[27, 53]","['Horror', 'Thriller']",tt17719794,"[170231, 170232]","['Culture Forward Media Group', 'Culture Forward TV']",11/24/22,0,40,Harvested 2,998134,"[3763564, 1670277, 3763565, 2034974, 2697376, 3763568]","[0, 1, 2, 3, 4, 5]",[2323106],,,
88,88,89,,43 min,Documentary Short,Train Time (2022),,,,tt14531770,1063703,0,[99],['Documentary'],tt14531770,[190112],['The Stephen Low Company'],9/9/22,0,43,Train Time,1063703,"[3865546, 3865553, 3865555]","[0, 1, 2]",[77867],,,
89,89,90,"December 30, 2022 (Domestic)",1 hr 52 min,Documentary,Turn Every Page: The Adventures of Robert Caro and Robert Gottlieb (2022),Sony Pictures Entertainment (SPE),11681.0,PG,tt14071694,965405,0,[99],['Documentary'],tt14071694,"[99366, 35713, 173872]","['Topic Studios', 'Left/Right', 'YoungLove Productions']",12/30/22,0,112,Turn Every Page - The Adventures of Robert Caro and Robert Gottlieb,965405,"[1613259, 2339004, 569, 81200, 1084973, 116341, 1459010]","[0, 1, 2, 3, 4, 5, 6]",[1110912],335417.0,335417.0,
90,90,91,,,Crime Documentary,Murdaugh Murders: Deadly Dynasty (2022),,,,tt20202860,1096535,0,[99],['Documentary'],tt20202860,[],[],6/19/22,0,126,Murdaugh Murders: Deadly Dynasty,1096535,[],[],[],,,
91,91,92,,1 hr 52 min,Comedy Romance,The Perfect Arrangement (2022),,,,tt20446500,998250,0,"[35, 10749]","['Comedy', 'Romance']",tt20446500,[102730],['InkBlot Productions'],5/13/22,0,112,The Perfect Arrangement,998250,"[3618649, 3618651, 3149958, 3618654, 3618655, 2054693, 3618658, 3618659]","[0, 1, 2, 3, 4, 5, 6, 7]",[1682189],,,
92,92,93,,19 min,Drama Short,Dirty Dishes (2022),,,,tt21160004,998251,10470,[18],['Drama'],tt21160004,[202595],['Connecting Threads Films'],10/28/22,0,19,Dirty Dishes,998251,"[4122310, 4122312, 4122313, 2898551, 4122318]","[0, 1, 2, 3, 4]",[3618653],,,
93,93,94,"October 14, 2022 (United Kingdom)",1 hr 34 min,Documentary,Exhibition on Screen: Hopper - An American Love Story (2022),,,,tt22803450,1031038,0,[99],['Documentary'],tt22803450,[45654],['Seventh Art Productions'],10/11/22,0,94,Hopper: An American Love Story,1031038,[2870439],[0],[106093],128083.0,128083.0,
94,94,95,,42 min,Drama Short,Scars (2022),,,,tt20449526,1096607,2000,[18],['Drama'],tt20449526,[195201],['Firefly Creative Productions'],7/15/22,0,42,Scars,1096607,"[3891311, 3953124, 3953125]","[0, 1, 2]",[2913180],,,
95,95,96,,20 min,Documentary Short,Todd Hickman (2022),,,,tt22021424,1096610,0,[99],['Documentary'],tt22021424,[87518],['Poche Pictures'],7/6/22,0,20,Todd Hickman,1096610,[3953133],[0],[1200107],,,
96,96,97,,1 hr 1 min,Documentary,Stand Up (2022),,,,tt21365902,1096626,0,[99],['Documentary'],tt21365902,"[166994, 183202]","['Vester Media', 'Our World Films']",3/1/22,0,61,Stand Up,1096626,"[3953181, 3953183]","[0, 1]",[3361770],,,
97,97,98,,34 min,Documentary Short,The Heat (2022),,,,tt22021474,1096627,0,[99],['Documentary'],tt22021474,[87518],['Poche Pictures'],7/10/22,0,34,The Heat,1096627,"[3953226, 3953227, 3636751]","[0, 1, 2]",[1200107],,,
98,98,99,,56 min,Documentary,Dogman Tales (2022),,,,tt21254654,1096629,50000,[99],['Documentary'],tt21254654,[136996],['Sky Island Storytelling'],7/20/22,0,48,Dogman Tales,1096629,[3953238],[0],[2554442],,,
99,99,100,,1 hr 19 min,Documentary,Notes from Brussels (2021),,,,tt18953178,965609,0,[99],['Documentary'],tt18953178,[],[],5/9/22,0,79,Notes from Brussels,965609,"[3516698, 3516699, 3516700]","[0, 1, 2]",[],,,
100,100,101,,27 min,Documentary Short,Nobody Told Me (2022),,,,tt27047121,1096708,0,[99],['Documentary'],tt27047121,[194072],"['LOGTV, Ltd.']",1/1/22,0,27,Nobody Told Me,1096708,"[3953360, 3953361, 3953362, 3252490]","[0, 1, 2, 3]",[2501373],,,
101,101,102,,1 hr 3 min,Drama,Samakatuwid (2022),,,,tt27047221,1096722,0,[18],['Drama'],tt27047221,[94208],['Maya Film Production Ltd'],1/1/22,0,63,Therefore,1096722,"[3953401, 3953403, 3953404, 3842664, 3953407, 3953408, 3953410]","[0, 1, 2, 3, 4, 5, 6]",[3953411],,,
102,102,103,,6 min,Documentary Short,The Arts at the University of Mississippi (2022),,,,tt22410346,1031196,1500,[99],['Documentary'],tt22410346,[177571],['DropCup Productions'],9/22/22,0,6,The Arts at the University of Mississippi,1031196,[],[],[3598911],,,
103,103,104,,1 hr 35 min,Documentary,Jonas Deichmann - Das Limit bin nur ich (2022),,,,tt16986722,965664,0,[99],['Documentary'],tt16986722,[],[],5/19/22,0,105,Jonas Deichmann - Breaking the Limit,965664,[3303427],[0],"[2313034, 2583678]",,,
104,104,105,"July 22, 2022 (Iceland)",1 hr 45 min,Action Adventure Animation Comedy Crime Family Fantasy Sci-Fi,DC League of Super-Pets (2022),Warner Bros.,23003441.0,PG,tt8912936,539681,90000000,"[16, 28, 10751, 35, 878]","['Animation', 'Action', 'Family', 'Comedy', 'Science Fiction']",tt8912936,"[25120, 9993, 73669, 8089, 174]","['Warner Bros. Pictures Animation', 'DC Entertainment', 'Seven Bucks Productions', 'Animal Logic', 'Warner Bros. Pictures']",7/27/22,203000000,105,DC League of Super-Pets,539681,"[18918, 55638, 17697, 6384, 1240487, 503103, 10871, 8688, 1624816, 1231717, 1026947, 59315, 55936, 1652371, 1542758, 222121, 111678, 1413361, 111513, 658, 17286, 65827, 60928, 58873, 3640042, 111514, 1458592, 89027, 81095, 3640044, 3640045]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",[89027],93657117.0,113900000.0,207557117.0
105,105,106,,1 hr 39 min,Documentary,Conscientious Protectors: A Story of Rebellion Against Extinction (2022),,,,tt18951396,998442,0,[99],['Documentary'],tt18951396,[],[],7/25/22,0,96,Conscientious Protectors: A Story of Rebellion Against Extinction,998442,"[2803568, 2540277, 2803562, 3619184, 3619185]","[0, 1, 2, 3, 4]",[3619175],,,
106,106,107,,24 min,History Short,Dinosaur Quiz (2022),,,,tt20256232,1096768,5000,[36],['History'],tt20256232,[23466],['Golden West Films'],4/1/22,0,24,Dinosaur Quiz,1096768,[],[],[1069329],,,
107,107,108,,45 min,Animation,How Does Soap Clean Your Hands? (2022),,,,tt20245854,1096772,0,[16],['Animation'],tt20245854,[47134],['Dreamscape Media'],5/26/22,0,45,How Does Soap Clean Your Hands?,1096772,[3953469],[0],[2354038],,,
108,108,109,,1 hr 3 min,Drama,"Zephyr, deb (2022)",,,,tt18263828,1064015,0,[18],['Drama'],tt18263828,[],[],12/20/22,0,63,"Zephyr, deb",1064015,[3840185],[0],[3461538],,,
109,109,110,"July 15, 2022 (United Kingdom)",1 hr 44 min,Biography Documentary Sport,McEnroe (2022),,,,tt19801212,965737,0,[99],['Documentary'],tt19801212,"[8191, 66479]","['Dogwoof', 'Showtime Documentary Films']",7/15/22,0,104,McEnroe,965737,"[215157, 1242746, 1382202, 1184882, 1430, 1148032, 1023520, 65803, 558240, 3646050, 7470, 65605, 1228056, 1565476, 1231873, 182195, 3713059, 3713087, 3713088, 3713090, 3713091, 3713092, 1215307, 3713093, 2181567]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",[1534684],49902.0,49902.0,
110,110,111,,2 hr,Documentary Reality-TV,Radford Returns (2022),,,,tt17158150,932971,0,[99],['Documentary'],tt17158150,[10246],['Cross Creek Pictures'],1/22/22,0,130,Radford Returns,932971,"[216290, 1382772, 3406021, 3406022]","[0, 1, 2, 3]","[3406023, 3406024, 3406025]",,,
111,111,112,,14 min,Comedy Short,Ravioli Night (2022),,,,tt24017620,1129579,0,"[18, 35]","['Drama', 'Comedy']",tt24017620,[],[],8/28/22,0,14,Ravioli Night,1129579,"[3147870, 4073023, 4073024, 947436, 2756022]","[0, 1, 2, 3, 4]",[2932055],,,
112,112,113,,1 hr 32 min,Comedy,Sharp Stick (2022),,,R,tt14158346,801913,0,[35],['Comedy'],tt14158346,"[7493, 149204]","['FilmNation Entertainment', 'Good Thing Going Productions']",7/29/22,0,96,Sharp Stick,801913,"[1633001, 19498, 10431, 1335818, 100, 2275493, 139135, 21042, 3181206, 1176379, 1389617, 1789769, 224723, 1921408, 2487072, 1754814, 104458, 1227480]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",[139135],,,
113,113,114,"August 26, 2022 (Domestic)",1 hr 43 min,Crime Drama Thriller,Breaking (2022),Bleecker Street Media,985921.0,PG-13,tt12311620,801965,0,"[80, 18, 53]","['Crime', 'Drama', 'Thriller']",tt12311620,"[150239, 126587, 173035, 104742]","['Salmira Productions', 'Little Lamb Productions', 'Epic', 'UpperRoom Productions']",8/25/22,0,103,Breaking,801965,"[236695, 39390, 87243, 86310, 162503, 52886, 1688100, 3632393, 1311361, 12800, 20879, 1449141, 21215, 996826, 102777, 946637, 2537213, 1423837, 2993223, 938029, 1425229, 2090763, 1195454, 1904419, 2704068, 2157888, 1604439, 1479883, 2556821, 1616016, 3632398, 2115408, 3632399, 1467896, 3100215, 2813317, 2089925, 2666755, 3410786, 3632402, 1593378, 3632403]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]",[1663682],2806359.0,2806359.0,
114,114,115,,20 min,Fantasy Horror Short Thriller,Rêver (2022),,,,tt27048335,1096881,0,"[53, 27, 14, 9648]","['Thriller', 'Horror', 'Fantasy', 'Mystery']",tt27048335,[195261],['VISION NOW & MIDNIGHT SUN DESIGNS'],1/1/22,0,20,Rêver,1096881,"[3117534, 1769822]","[0, 1]",[3953772],,,
115,115,116,,2 hr 12 min,Drama,The Adventures of Ben Keller and Christoph Schultz (2023),,,,tt20895650,998578,0,[18],['Drama'],tt20895650,[178652],['Three Headed Monster Media'],1/10/22,0,133,The Adventures of Ben Keller and Christoph Schultz,998578,"[3619613, 3620463, 1544345, 3620466, 3620857, 3620859, 3620860]","[0, 1, 2, 3, 4, 5, 6]",[3619614],,,
116,116,117,"June 17, 2022 (Domestic)",1 hr 36 min,Romance,First Love (2022),Vertical Entertainment,,,tt14726510,834742,0,"[10749, 18]","['Romance', 'Drama']",tt14726510,"[68421, 6626]","['Fortitude International', 'Voltage Pictures']",6/17/22,0,95,First Love,834742,"[1114487, 1001946, 9824, 52886, 1199886, 2198944, 997262, 3613516, 15566, 3613517, 1875336, 6200, 90610, 2588012, 2618942, 2982884, 2096276, 3613518, 3613519, 118476, 1196132, 2581212, 208833, 3613520, 3177260, 2325402, 2403951]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",[1164588],,,
117,117,118,,30 min,Drama Short,Up & Over (2022),,,,tt19784390,965821,3500,[18],['Drama'],tt19784390,"[173925, 173926]","['Drop Shadow Pictures', 'KinoEiga']",4/30/22,0,30,Up & Over,965821,"[3517189, 3517190, 3517191, 3517192, 3517193, 1046377]","[0, 1, 2, 3, 4, 5]",[3517190],,,
118,118,119,,17 min,Short Sport,The Ridge: An Epic Fishing Saga (2022),,,,tt27048487,1096900,0,[99],['Documentary'],tt27048487,[195266],['Gravitas'],1/1/22,0,17,The Ridge: An Epic Fishing Saga,1096900,[3160413],[0],[3160413],,,
119,119,120,"June 1, 2022 (South Korea)",2 hr 27 min,Action Adventure Sci-Fi Thriller,Jurassic World Dominion (2022),Universal Pictures,145075625.0,PG-13,tt8041270,507086,165000000,"[12, 28, 878]","['Adventure', 'Action', 'Science Fiction']",tt8041270,"[56, 33]","['Amblin Entertainment', 'Universal Pictures']",6/1/22,1001978080,147,Jurassic World Dominion,507086,"[73457, 18997, 4784, 4783, 4785, 206425, 1639848, 2058708, 55152, 14592, 78423, 1029934, 1257819, 87954, 94797, 159386, 2817558, 1791508, 1488081, 2315555, 1490863, 3144901, 3144896, 3144892, 3579484, 1071127, 2141561, 71073, 129984, 1367234, 2059200, 2458098, 3126155, 1808625, 950125, 1566387, 3579485, 1516315, 1132566, 11354, 3579487, 12575, 3579489, 2247364, 3144894, 3041319]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45]",[930707],376851080.0,625127000.0,1001978080.0
120,120,121,"October 7, 2022 (United Kingdom)",1 hr 27 min,Documentary,Vicky (2022),,,,tt21813906,1031392,0,[99],['Documentary'],tt21813906,"[183641, 1898]","['Princess Pictures', 'Fís Éireann/Screen Ireland']",10/7/22,0,87,Vicky,1031392,[3728374],[0],[1513532],11103.0,11103.0,
121,121,122,,1 hr,,Faces of Dying V (2022),,,,tt19878836,1031393,0,[27],['Horror'],tt19878836,[],[],7/31/22,0,45,Faces of Dying V,1031393,"[3691129, 3628508]","[0, 1]","[1267956, 1731677, 3073025, 3628508, 3690972, 3725742, 3725745]",,,
122,122,123,,,Mystery,Batman: Stained Heir (2022),,,,tt26349369,1162503,600,"[9648, 80, 28]","['Mystery', 'Crime', 'Action']",tt26349369,[],[],8/5/22,69000000,126,Batman: Stained Heir,1162503,"[4204989, 4204988, 4204990, 4204991, 4204992, 229686, 4204993, 4204994, 4204995, 4204996, 4204997, 4204998, 4204999, 4205000]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]",[4205005],,,
